#auto generated file!
6.0;0.0
12.0;0.0
18.0;3.6904761904761907
24.0;20.11904761904762
30.0;32.5
36.0;39.04761904761905
42.0;43.095238095238095
48.0;46.785714285714285
54.0;44.166666666666664
60.0;56.666666666666664
66.0;55.23809523809524
72.0;57.857142857142854
78.0;50.476190476190474
84.0;56.904761904761905
90.0;71.07142857142857
96.0;63.45238095238095
102.0;68.0952380952381
108.0;72.38095238095238
114.0;70.35714285714286
120.0;65.23809523809524
126.0;62.976190476190474
132.0;64.28571428571429
138.0;66.66666666666667
144.0;73.69047619047619
150.0;73.80952380952381
156.0;81.66666666666667
162.0;81.30952380952381
168.0;74.64285714285714
174.0;80.35714285714286
180.0;76.78571428571429
186.0;77.38095238095238
192.0;78.0952380952381
198.0;76.42857142857143
204.0;77.73809523809524
210.0;83.80952380952381
216.0;86.42857142857143
222.0;78.33333333333333
228.0;68.21428571428571
234.0;63.57142857142857
240.0;67.73809523809524
246.0;67.14285714285714
252.0;60.0
258.0;53.57142857142857
264.0;61.30952380952381
270.0;70.0
276.0;64.64285714285714
282.0;62.976190476190474
288.0;66.66666666666667
294.0;69.76190476190476
#auto generated file!
6.0;0.0
12.0;0.0
18.0;3.9285714285714284
24.0;16.666666666666668
30.0;33.57142857142857
36.0;41.785714285714285
42.0;47.61904761904762
48.0;56.666666666666664
54.0;63.92857142857143
60.0;80.11904761904762
66.0;84.76190476190476
72.0;83.0952380952381
78.0;83.57142857142857
84.0;98.0952380952381
90.0;88.0952380952381
96.0;97.97619047619048
102.0;94.64285714285714
108.0;95.11904761904762
114.0;92.85714285714286
120.0;97.14285714285714
126.0;93.45238095238095
132.0;94.4047619047619
138.0;96.66666666666667
144.0;99.16666666666667
150.0;98.45238095238095
156.0;95.11904761904762
162.0;94.64285714285714
168.0;86.30952380952381
174.0;84.04761904761905
180.0;90.5952380952381
186.0;96.30952380952381
192.0;93.69047619047619
198.0;96.07142857142857
204.0;98.21428571428571
210.0;98.69047619047619
216.0;96.30952380952381
222.0;95.5952380952381
228.0;89.4047619047619
234.0;83.45238095238095
240.0;86.42857142857143
246.0;85.5952380952381
