#auto generated file!
60.0;188;0;12
66.0;183;0;17
72.0;187;0;13
78.0;192;0;8
84.0;180;0;20
90.0;186;0;14
96.0;190;0;10
102.0;184;0;16
108.0;194;0;6
114.0;183;0;17
120.0;185;0;15
126.0;185;0;15
132.0;186;0;14
138.0;188;0;12
144.0;185;0;15
150.0;188;0;12
156.0;190;0;10
162.0;188;0;12
168.0;184;0;16
174.0;183;0;17
180.0;187;0;13
186.0;182;0;18
192.0;189;0;11
198.0;189;0;11
204.0;187;0;13
210.0;183;0;17
216.0;187;0;13
222.0;188;0;12
228.0;185;0;15
234.0;185;0;15
240.0;186;0;14
246.0;187;0;13
252.0;187;0;13
258.0;190;0;10
264.0;189;0;11
270.0;190;0;10
276.0;181;0;19
282.0;188;0;12
288.0;189;0;11
294.0;189;0;11
#auto generated file!
60.0;188;0;12
66.0;191;0;9
72.0;187;0;13
78.0;188;0;12
84.0;191;0;9
90.0;186;0;14
96.0;181;0;19
102.0;187;0;13
108.0;182;0;18
114.0;187;0;13
120.0;185;0;15
126.0;186;0;14
132.0;190;0;10
138.0;183;0;17
144.0;187;0;13
150.0;186;0;14
156.0;186;0;14
162.0;189;0;11
168.0;183;0;17
174.0;184;0;16
180.0;188;0;12
186.0;186;0;14
192.0;186;0;14
198.0;188;0;12
204.0;191;0;9
210.0;185;0;15
216.0;185;0;15
222.0;193;0;7
228.0;188;0;12
234.0;188;0;12
240.0;185;0;15
246.0;189;0;11
252.0;181;0;19
258.0;193;0;7
264.0;179;0;21
270.0;178;0;22
276.0;188;0;12
282.0;186;0;14
288.0;185;0;15
294.0;189;0;11
#auto generated file!
60.0;182;0;18
66.0;184;0;16
72.0;192;0;8
78.0;184;0;16
84.0;183;0;17
90.0;187;0;13
96.0;189;0;11
102.0;189;0;11
108.0;183;0;17
114.0;188;0;12
120.0;183;0;17
126.0;177;0;23
132.0;188;0;12
138.0;185;0;15
144.0;185;0;15
150.0;187;0;13
156.0;189;0;11
162.0;188;0;12
168.0;184;0;16
174.0;183;0;17
180.0;185;0;15
186.0;182;0;18
192.0;184;0;16
198.0;192;0;8
204.0;185;0;15
210.0;187;0;13
216.0;189;0;11
222.0;188;0;12
228.0;184;0;16
234.0;189;0;11
240.0;175;0;25
246.0;187;0;13
252.0;189;0;11
258.0;182;0;18
264.0;184;0;16
270.0;184;0;16
276.0;185;0;15
282.0;192;0;8
288.0;190;0;10
294.0;185;0;15
#auto generated file!
60.0;187;0;13
66.0;188;0;12
72.0;181;0;19
78.0;184;0;16
84.0;189;0;11
90.0;189;0;11
96.0;186;0;14
102.0;185;0;15
108.0;185;0;15
