#auto generated file!
180.0;187;0;13
186.0;189;0;11
192.0;191;0;9
198.0;183;0;17
204.0;191;0;9
210.0;185;0;15
216.0;190;0;10
222.0;177;0;23
228.0;186;0;14
234.0;187;0;13
240.0;191;0;9
246.0;182;0;18
252.0;189;0;11
258.0;185;0;15
264.0;184;0;16
270.0;185;0;15
276.0;185;0;15
282.0;183;0;17
288.0;181;0;19
294.0;185;0;15
300.0;186;0;14
306.0;186;0;14
312.0;190;0;10
318.0;185;0;15
324.0;192;0;8
330.0;184;0;16
336.0;189;0;11
342.0;188;0;12
348.0;190;0;10
354.0;190;0;10
360.0;188;0;12
366.0;186;0;14
372.0;182;0;18
378.0;182;0;18
384.0;189;0;11
390.0;180;0;20
396.0;182;0;18
402.0;180;0;20
408.0;190;0;10
414.0;189;0;11
420.0;186;0;14
426.0;182;0;18
432.0;176;0;24
438.0;187;0;13
444.0;183;0;17
450.0;190;0;10
456.0;182;0;18
462.0;190;0;10
468.0;185;0;15
474.0;187;0;13
480.0;186;0;14
486.0;188;0;12
492.0;186;0;14
498.0;182;0;18
504.0;189;0;11
510.0;176;0;24
516.0;182;0;18
522.0;193;0;7
528.0;188;0;12
534.0;186;0;14
540.0;181;0;19
546.0;174;0;26
552.0;188;0;12
558.0;185;0;15
564.0;185;0;15
570.0;185;0;15
576.0;183;0;17
582.0;187;0;13
588.0;183;0;17
594.0;191;0;9
600.0;189;0;11
606.0;186;0;14
612.0;188;0;12
618.0;185;0;15
624.0;193;0;7
630.0;189;0;11
636.0;181;0;19
642.0;178;0;22
648.0;191;0;9
654.0;189;0;11
660.0;185;0;15
666.0;188;0;12
672.0;178;0;22
678.0;185;0;15
684.0;186;0;14
690.0;188;0;12
696.0;187;0;13
702.0;188;0;12
708.0;185;0;15
714.0;187;0;13
720.0;186;0;14
726.0;184;0;16
732.0;181;0;19
738.0;184;0;16
744.0;187;0;13
750.0;187;0;13
756.0;191;0;9
762.0;189;0;11
768.0;185;0;15
774.0;179;0;21
780.0;191;0;9
786.0;187;0;13
792.0;176;0;24
798.0;183;0;17
804.0;184;0;16
810.0;184;0;16
816.0;189;0;11
822.0;189;0;11
828.0;184;0;16
834.0;189;0;11
840.0;184;0;16
846.0;183;0;17
852.0;186;0;14
858.0;185;0;15
864.0;186;0;14
870.0;186;0;14
876.0;185;0;15
882.0;183;0;17
888.0;185;0;15
894.0;181;0;19
900.0;190;0;10
906.0;189;0;11
912.0;190;0;10
918.0;179;0;21
924.0;186;0;14
930.0;179;0;21
936.0;187;0;13
942.0;178;0;22
948.0;194;0;6
954.0;189;0;11
960.0;188;0;12
966.0;185;0;15
972.0;182;0;18
978.0;183;0;17
984.0;180;0;20
990.0;184;0;16
996.0;189;0;11
1002.0;184;0;16
1008.0;186;0;14
1014.0;184;0;16
1020.0;186;0;14
1026.0;188;0;12
1032.0;187;0;13
1038.0;190;0;10
1044.0;190;0;10
1050.0;179;0;21
1056.0;183;0;17
1062.0;186;0;14
1068.0;182;0;18
1074.0;180;0;20
1080.0;183;0;17
1086.0;179;0;21
1092.0;185;0;15
1098.0;185;0;15
1104.0;183;0;17
1110.0;187;0;13
1116.0;190;0;10
1122.0;180;0;20
1128.0;188;0;12
1134.0;188;0;12
1140.0;190;0;10
1146.0;186;0;14
1152.0;184;0;16
1158.0;186;0;14
1164.0;186;0;14
1170.0;191;0;9
1176.0;183;0;17
1182.0;186;0;14
1188.0;187;0;13
1194.0;182;0;18
