#auto generated file!
180.0;96;0;4
186.0;89;0;11
192.0;94;0;6
198.0;91;0;9
204.0;91;0;9
210.0;89;0;11
216.0;92;0;8
222.0;94;0;6
228.0;87;0;13
234.0;91;0;9
240.0;95;0;5
246.0;92;0;8
252.0;90;0;10
258.0;92;0;8
264.0;93;0;7
270.0;95;0;5
276.0;97;0;3
282.0;86;0;14
288.0;94;0;6
294.0;95;0;5
300.0;95;0;5
306.0;95;0;5
312.0;93;0;7
318.0;95;0;5
324.0;94;0;6
330.0;92;0;8
336.0;92;0;8
342.0;93;0;7
348.0;96;0;4
354.0;95;0;5
360.0;95;0;5
366.0;93;0;7
372.0;91;0;9
378.0;91;0;9
384.0;89;0;11
390.0;95;0;5
396.0;94;0;6
402.0;93;0;7
408.0;98;0;2
414.0;94;0;6
420.0;93;0;7
426.0;95;0;5
432.0;90;0;10
438.0;92;0;8
444.0;94;0;6
450.0;97;0;3
456.0;93;0;7
462.0;98;0;2
468.0;93;0;7
474.0;93;0;7
480.0;96;0;4
486.0;96;0;4
492.0;91;0;9
498.0;93;0;7
504.0;92;0;8
510.0;92;0;8
516.0;94;0;6
522.0;91;0;9
528.0;95;0;5
534.0;89;0;11
540.0;94;0;6
546.0;95;0;5
552.0;96;0;4
558.0;92;0;8
564.0;95;0;5
570.0;92;0;8
576.0;91;0;9
582.0;91;0;9
588.0;87;0;13
594.0;92;0;8
600.0;91;0;9
606.0;95;0;5
612.0;88;0;12
618.0;90;0;10
624.0;92;0;8
630.0;96;0;4
636.0;94;0;6
642.0;95;0;5
648.0;95;0;5
654.0;93;0;7
660.0;92;0;8
666.0;95;0;5
672.0;91;0;9
678.0;98;0;2
684.0;91;0;9
690.0;96;0;4
696.0;95;0;5
702.0;91;0;9
708.0;89;0;11
714.0;95;0;5
720.0;96;0;4
726.0;94;0;6
732.0;94;0;6
738.0;94;0;6
744.0;93;0;7
750.0;95;0;5
756.0;94;0;6
762.0;90;0;10
768.0;93;0;7
774.0;98;0;2
780.0;89;0;11
786.0;91;0;9
792.0;92;0;8
798.0;95;0;5
804.0;92;0;8
810.0;95;0;5
816.0;91;0;9
822.0;95;0;5
828.0;89;0;11
834.0;94;0;6
840.0;93;0;7
846.0;94;0;6
852.0;93;0;7
858.0;93;0;7
864.0;94;0;6
870.0;92;0;8
876.0;93;0;7
882.0;89;0;11
888.0;96;0;4
894.0;93;0;7
900.0;91;0;9
906.0;95;0;5
912.0;88;0;12
918.0;91;0;9
924.0;96;0;4
930.0;89;0;11
936.0;91;0;9
942.0;94;0;6
948.0;92;0;8
954.0;93;0;7
960.0;91;0;9
966.0;92;0;8
972.0;97;0;3
978.0;95;0;5
984.0;95;0;5
990.0;93;0;7
996.0;93;0;7
1002.0;95;0;5
1008.0;93;0;7
1014.0;86;0;14
1020.0;92;0;8
1026.0;95;0;5
1032.0;93;0;7
1038.0;93;0;7
1044.0;95;0;5
1050.0;95;0;5
1056.0;92;0;8
1062.0;88;0;12
1068.0;92;0;8
1074.0;97;0;3
1080.0;90;0;10
1086.0;96;0;4
1092.0;93;0;7
1098.0;94;0;6
1104.0;94;0;6
1110.0;92;0;8
1116.0;93;0;7
1122.0;91;0;9
1128.0;95;0;5
1134.0;94;0;6
1140.0;94;0;6
1146.0;92;0;8
1152.0;94;0;6
1158.0;96;0;4
1164.0;94;0;6
1170.0;96;0;4
1176.0;94;0;6
1182.0;92;0;8
1188.0;95;0;5
1194.0;99;0;1
